最終通信日時,デバイス名,管理番号,物件名,環境,"状態
",Ver.,バッテリー,温度,音量,天気,気温,明るさ,バッテリー健全性,電流入出力,端末モデル,IMEI,ライセンス認証ステータス,再生チャンネル,ネットワーク,左上プレビュー表示,ネットワーク環境,オフライン率,SD録画保存日,SD録画保存日,設置完了日時,ブート日時,アプリ起動日時,初期設定日時
2019-11-20 09:48:43(19分前),001486,L-18,サンマリノ江古田,本番中,正常,3.0.20,100%,24.5℃,20%,曇,13℃,50,良好,流出 7mAh,Lenovo TAB4 SIM,866423030805284,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,52%,2019-11-17,,2019-09-18 11:17:54(2ヶ月前),2019-11-12 00:24:01(1週間前),2019-11-12 00:24:54(1週間前),2019-04-12 10:42:06(7ヶ月前)
2019-11-20 09:48:43(19分前),001202,R-265,プレール・ドゥーク品川シーサイド,本番中,正常,3.0.20,100%,27.7℃,40%,曇,12℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030674557,正常,201909_mitsubachi-einekleine,圏外,表示,通常,70%,2019-11-17,,2019-09-05 08:57:08(2ヶ月前),2019-11-19 07:18:01(1日前),2019-11-20 08:20:38(1時間前),2019-03-19 15:45:53(8ヶ月前)
2019-11-20 09:48:43(19分前),010111,HK1-048,ダイアナMS北大前,本番中,正常,3.0.20,100%,11.7℃,20%,雪,-4℃,90,不明,0,Lenovo TAB4 SIM,866423030743162,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,57%,2019-11-17,,2019-09-26 16:52:55(1ヶ月前),2019-10-15 00:33:34(1ヶ月前),2019-11-02 08:27:37(2週間前),2019-07-16 16:24:57(4ヶ月前)
2019-11-20 09:48:44(19分前),001932,HK5-180,エンドレス17,本番中,正常,2.0.00,100%,16℃,20%,雪,-7℃,50,良好,0,Lenovo TAB4 SIM,,,sample_channel,4G:4本,表示,通常,93%,2019-11-16,,2019-11-08 11:15:28(1週間前),2019-11-08 11:02:06(1週間前),2019-11-08 22:45:05(1週間前),2019-06-06 09:41:04(5ヶ月前)
2019-11-20 09:48:44(19分前),010662,Z6-855,ウェルネス宝寿,本番中,正常,3.0.20,100%,22.2℃,40%,曇,10℃,50,良好,流出 5mAh,Lenovo TAB4 SIM,866423030750647,未取得,sample_channel,4G:3本,表示,通常,0%,2019-11-18,,2019-11-18 16:05:48(1日前),2019-11-18 16:02:10(1日前),2019-11-18 16:05:15(1日前),2019-11-05 11:06:59(2週間前)
2019-11-20 09:48:45(19分前),001325,KB-541,ヴィスタ二宮,本番中,正常,3.0.20,100%,20.7℃,20%,曇,10℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030670654,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-04-19 13:56:49(7ヶ月前),2019-11-11 21:47:35(1週間前),2019-11-11 21:48:27(1週間前),2019-04-01 11:45:16(7ヶ月前)
2019-11-20 09:48:45(19分前),001624,SI-754,瑠漫館,本番中,正常,3.0.20,100%,22.2℃,40%,晴,10℃,50,良好,0,Lenovo TAB4 SIM,866423030799099,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-17 13:02:53(4ヶ月前),2019-11-11 13:30:27(1週間前),2019-11-11 13:31:20(1週間前),2019-04-16 14:39:23(7ヶ月前)
2019-11-20 09:48:45(19分前),001207,Y4-406,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,24.7℃,0%,曇,11℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030611633,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-04-04 16:33:09(7ヶ月前),2019-10-31 10:18:40(2週間前),2019-10-31 10:19:39(2週間前),2019-03-19 15:50:06(8ヶ月前)
2019-11-20 09:48:46(19分前),010198,J1-007,アミ・フルール,本番中,正常,3.0.20,100%,23.7℃,20%,曇,11℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030751611,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,1%,2019-11-17,,2019-09-06 11:57:27(2ヶ月前),2019-10-20 13:38:40(4週間前),2019-11-09 09:14:38(1週間前),2019-08-30 10:46:05(2ヶ月前)
2019-11-20 09:48:46(19分前),001699,AN3-121,レジーナ鶴舞,本番中,正常,3.0.20,100%,21.7℃,40%,曇,9℃,50,良好,0,Lenovo TAB4 SIM,866423030800236,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-07-31 17:10:30(3ヶ月前),2019-11-07 08:41:35(1週間前),2019-11-07 08:42:30(1週間前),2019-04-17 13:41:15(7ヶ月前)
2019-11-20 09:48:47(19分前),010172,HK4-887,ハーベストⅡ,本番中,正常,3.0.20,100%,19.5℃,20%,雪,-4℃,50,良好,0,Lenovo TAB4 SIM,866423030745100,正常,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-10-23 11:06:09(3週間前),2019-11-07 04:27:44(1週間前),2019-11-13 02:32:06(1週間前),2019-08-29 13:35:06(2ヶ月前)
2019-11-20 09:48:47(19分前),001831,HK4-954,ヴィラ海岸町,本番中,正常,3.0.20,100%,16.2℃,20%,曇,-3℃,50,良好,0,Lenovo TAB4 SIM,866423030804428,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-31 14:53:42(3ヶ月前),2019-11-18 15:57:19(1日前),2019-11-18 15:58:14(1日前),2019-04-19 14:26:06(7ヶ月前)
2019-11-20 09:48:48(19分前),001733,HK5-921,スカイコーポ向陽台,本番中,正常,3.0.20,100%,16.2℃,0%,曇,-1℃,50,良好,0,Lenovo TAB4 SIM,866423030801515,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-08-28 15:02:14(2ヶ月前),2019-11-07 21:48:15(1週間前),2019-11-19 13:31:55(20時間前),2019-04-17 16:12:12(7ヶ月前)
2019-11-20 09:48:48(19分前),002042,AN2-274,愛知学泉大学 岡崎学舎,本番中,正常,3.0.20,100%,23℃,20%,曇,13℃,40,良好,0,Lenovo TAB4 SIM,866423030791401,不正,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-08-07 11:29:00(3ヶ月前),2019-11-19 16:01:18(18時間前),2019-11-19 19:07:54(15時間前),2019-06-20 16:47:55(4ヶ月前)
2019-11-20 09:48:48(19分前),001242,Y4-405,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,24.2℃,0%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030611039,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,0%,2019-11-17,,2019-04-04 14:28:01(7ヶ月前),2019-10-29 06:49:37(3週間前),2019-11-17 11:29:39(2日前),2019-03-19 16:28:25(8ヶ月前)
2019-11-20 09:48:48(19分前),001286,OS1-201,シティハイツ浪速,本番中,正常,3.0.20,100%,21℃,20%,曇,9℃,50,良好,0,Lenovo TAB4 SIM,866423030663451,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-04-04 15:00:28(7ヶ月前),2019-11-02 15:58:15(2週間前),2019-11-02 15:59:08(2週間前),2019-03-28 11:24:40(7ヶ月前)
2019-11-20 09:48:50(19分前),000918,HK2-757,中の島1・3マンション,本番中,正常,3.0.20,100%,14.2℃,20%,雪,-2℃,50,不明,流出 5mAh,Lenovo TAB4 SIM,866423030624495,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-03-28 15:13:06(7ヶ月前),2019-11-14 14:29:52(5日前),2019-11-15 12:09:36(4日前),2019-02-14 20:00:31(9ヶ月前)
2019-11-20 09:48:52(19分前),010486,GI-536,マーブル音羽館,本番中,正常,3.0.20,100%,18.2℃,40%,曇,10℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030744905,正常,sample_channel,4G:3本,表示,通常,0%,2019-11-17,,2019-11-01 11:12:26(2週間前),2019-11-01 11:07:47(2週間前),2019-11-18 23:32:22(1日前),2019-10-16 10:52:18(1ヶ月前)
2019-11-20 09:48:52(19分前),000770,Y4-506,ファーストクラス伊勢佐木町,本番中,正常,3.0.20,100%,25℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030633314,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-03 15:44:46(4ヶ月前),2019-11-14 15:43:55(5日前),2019-11-14 15:44:50(5日前),2019-02-04 13:41:34(9ヶ月前)
2019-11-20 09:48:53(19分前),001885,AN3-160,株式会社ナルネットコミュニケーションズ,本番中,正常,3.0.20,100%,27.7℃,0%,曇,12℃,50,良好,流出 10mAh,Lenovo TAB4 SIM,866423030789264,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,59%,2019-11-17,,2019-09-03 05:47:01(2ヶ月前),2019-11-07 04:46:07(1週間前),2019-11-07 04:47:00(1週間前),2019-05-14 10:38:26(6ヶ月前)
2019-11-20 09:48:53(19分前),000382,Z6-503,エコーグレイス,本番中,正常,3.0.20,98%,26℃,40%,曇,13℃,50,良好,流出 886mAh,Huawei T3 10,868355037431953,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-02-26 17:11:11(8ヶ月前),2019-11-13 00:56:15(1週間前),2019-11-13 08:13:27(1週間前),2018-11-26 14:16:07(11ヶ月前)
2019-11-20 09:48:53(19分前),0091,L-490,HRKビル,本番中,正常,3.0.20,93%,26℃,40%,曇,11℃,50,良好,充電 260mAh,Huawei T3 10,868355032409202,正常,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2018-09-05 17:38:30(1年前),2019-11-17 05:46:07(3日前),2019-11-20 00:54:12(9時間前),2018-08-09 16:38:57(1年前)
2019-11-20 09:48:55(19分前),001098,AN2-956,ハイヒルズクマノ,本番中,正常,3.0.20,100%,20℃,40%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030611229,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-06-01 08:54:18(5ヶ月前),2019-11-09 16:02:11(1週間前),2019-11-09 16:03:07(1週間前),2019-03-19 10:35:49(8ヶ月前)
2019-11-20 09:48:56(19分前),001295,K-688,メイクスデザイン板橋本町Ⅱ,本番中,正常,3.0.20,100%,24.7℃,20%,曇,11℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030674904,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-04-15 17:06:28(7ヶ月前),2019-09-04 05:28:07(2ヶ月前),2019-11-15 19:22:45(4日前),2019-03-28 11:47:40(7ヶ月前)
2019-11-20 09:48:57(19分前),000829,AN2-221,シーアイマンション第2本郷,本番中,正常,3.0.20,100%,30.5℃,20%,曇,10℃,50,良好,0,Lenovo TAB4 SIM,866423030628413,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-03-06 11:38:41(8ヶ月前),2019-11-17 15:01:06(2日前),2019-11-17 15:02:00(2日前),2019-02-08 09:33:04(9ヶ月前)
2019-11-20 09:48:57(19分前),002104,X3-778,工学院大学 11号館,本番中,正常,3.0.20,100%,23.2℃,40%,曇,11℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030792011,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-08-27 14:48:46(2ヶ月前),2019-11-13 10:55:39(6日前),2019-11-13 10:56:31(6日前),2019-06-27 11:10:43(4ヶ月前)
2019-11-20 09:48:57(19分前),000526,HK2-752,カタオカビル,本番中,正常,3.0.20,100%,17.2℃,40%,雪,-2℃,50,良好,0,Lenovo TAB4 SIM,866423030544537,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-12-20 17:10:54(10ヶ月前),2019-10-29 17:13:37(3週間前),2019-11-09 19:45:51(1週間前),2018-12-13 15:26:38(11ヶ月前)
2019-11-20 09:48:57(19分前),000482,Y2-909,横浜マリンハイツ,本番中,正常,3.0.20,100%,24℃,40%,曇,11℃,50,良好,流出 784mAh,Huawei T3 10,868355036541414,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-01-28 15:50:02(9ヶ月前),2019-11-16 19:07:59(3日前),2019-11-16 23:33:27(3日前),2018-12-03 17:09:30(11ヶ月前)
2019-11-20 09:48:58(19分前),000904,AN1-838,九番団地,本番中,正常,3.0.20,100%,21.2℃,20%,曇,12℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030628538,不正,201909_mitsubachi-einekleine,4G:1本,表示,通常,0%,2019-11-17,,2019-03-13 13:42:18(8ヶ月前),2019-11-19 09:40:03(1日前),2019-11-19 09:40:58(1日前),2019-02-13 14:56:02(9ヶ月前)
2019-11-20 09:49:00(19分前),001011,Y4-383,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,25℃,0%,曇,13℃,50,良好,流出 5mAh,Lenovo TAB4 SIM,866423030611914,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-31 10:04:41(5ヶ月前),2019-11-11 15:48:18(1週間前),2019-11-11 15:49:10(1週間前),2019-02-27 13:19:14(8ヶ月前)
2019-11-20 09:49:00(19分前),001172,Y4-396,グリーンサラウンドシティ,本番中,正常,3.0.20,100%,24.5℃,0%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030613365,正常,201909_mitsubachi-einekleine,3G:0本,表示,通常,2%,2019-11-17,,2019-05-17 10:58:36(6ヶ月前),2019-11-06 04:06:34(2週間前),2019-11-14 08:56:14(6日前),2019-03-19 14:48:06(8ヶ月前)
2019-11-20 09:49:02(19分前),000529,HK4-596,フランセジュール裏参道,本番中,正常,3.0.20,100%,12℃,20%,曇,-1℃,90,不明,0,Lenovo TAB4 SIM,866423030446717,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-02-05 10:36:03(9ヶ月前),2019-11-15 20:20:34(4日前),2019-11-15 20:21:30(4日前),2018-12-13 15:28:58(11ヶ月前)
2019-11-20 09:49:02(19分前),000625,AN2-794,株式会社ダイセキ環境ソリューション 本社,本番中,正常,3.0.20,100%,27℃,0%,曇,9℃,50,良好,充電 105mAh,Huawei T3 10,868355037430559,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-02-26 10:22:26(8ヶ月前),2019-11-19 14:50:23(19時間前),2019-11-19 14:52:07(19時間前),2019-01-22 15:23:53(9ヶ月前)
2019-11-20 09:49:02(19分前),001698,HK5-209,エスペランサ宮下,本番中,正常,3.0.20,100%,13.2℃,20%,雪,-5℃,50,不明,流出 2mAh,Lenovo TAB4 SIM,866423030798893,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-02 10:28:00(4ヶ月前),2019-11-10 08:27:44(1週間前),2019-11-10 08:28:37(1週間前),2019-04-17 13:38:45(7ヶ月前)
2019-11-20 09:49:03(19分前),001542,AN1-976,第5東殖ハイツ,本番中,正常,3.0.20,100%,21.5℃,40%,曇,13℃,50,良好,0,Lenovo TAB4 SIM,866423030802273,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-14 15:53:27(6ヶ月前),2019-11-16 08:57:51(4日前),2019-11-16 08:58:44(4日前),2019-04-15 09:19:28(7ヶ月前)
2019-11-20 09:49:03(19分前),000840,AN-305,シエロ名東,本番中,正常,3.0.20,100%,22℃,40%,曇,9℃,50,良好,0,Lenovo TAB4 SIM,866423030627290,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-05-13 16:47:21(6ヶ月前),2019-11-04 14:23:18(2週間前),2019-11-04 14:24:12(2週間前),2019-02-08 10:17:39(9ヶ月前)
2019-11-20 09:49:04(19分前),002126,HK4-350,ノースファインN5,本番中,正常,3.0.20,100%,15℃,20%,雪,-3℃,50,良好,0,Lenovo TAB4 SIM,866423030792557,正常,sample_channel,4G:3本,表示,通常,72%,2019-11-17,,2019-10-10 13:23:38(1ヶ月前),2019-10-10 13:12:09(1ヶ月前),2019-11-01 07:55:11(2週間前),2019-06-28 11:05:44(4ヶ月前)
2019-11-20 09:49:04(19分前),002076,FU-280,modern palazzo上呉服,本番中,正常,3.0.20,100%,23.7℃,20%,曇,8℃,50,良好,0,Lenovo TAB4 SIM,866423030920810,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-08-07 10:43:18(3ヶ月前),2019-11-09 16:22:32(1週間前),2019-11-17 15:56:09(2日前),2019-06-24 11:46:45(4ヶ月前)
2019-11-20 09:49:05(19分前),001702,X3-434,サンプラザ24,本番中,正常,3.0.20,100%,22.5℃,40%,晴,11℃,50,良好,0,Lenovo TAB4 SIM,866423030803446,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-06-28 11:33:01(4ヶ月前),2019-11-05 08:30:41(2週間前),2019-11-05 08:31:35(2週間前),2019-04-17 13:49:54(7ヶ月前)
2019-11-20 09:49:05(19分前),001059,B-520,ユニデン南青山レジデンス,本番中,正常,3.0.20,100%,26℃,40%,曇,11℃,50,良好,流出 5mAh,Lenovo TAB4 SIM,866423030610783,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-04-17 16:01:19(7ヶ月前),2019-11-15 22:25:48(4日前),2019-11-15 22:26:36(4日前),2019-03-18 11:34:20(8ヶ月前)
2019-11-20 09:49:06(19分前),001137,OS1-187,SK都島北通,本番中,正常,3.0.20,100%,21.2℃,20%,曇,8℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030615287,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-28 11:48:00(5ヶ月前),2019-11-04 05:21:21(2週間前),2019-11-07 17:40:23(1週間前),2019-03-19 13:52:23(8ヶ月前)
2019-11-20 09:49:08(19分前),001217,Z6-480,チュリスガーデン湘南野比,本番中,正常,3.0.20,100%,22.7℃,20%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030612540,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-03-29 15:35:00(7ヶ月前),2019-11-18 08:58:46(2日前),2019-11-18 08:59:40(2日前),2019-03-19 16:03:33(8ヶ月前)
2019-11-20 09:49:08(19分前),0019,X3-919,SAP日野,本番中,正常,3.0.20,100%,29℃,40%,晴,11℃,50,良好,充電 141mAh,Huawei T3 10,864272037571361,正常,sap201804,4G:3本,表示,通常,2%,2019-11-17,,,2019-11-17 18:00:27(2日前),2019-11-20 08:12:11(1時間前),2018-06-20 18:12:21(1年前)
2019-11-20 09:49:09(19分前),000556,AN2-727,名駅5丁目ゲストハウス,本番中,正常,3.0.20,100%,27℃,40%,曇,12℃,50,良好,充電 201mAh,Huawei T3 10,868355037431540,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-01-25 15:05:32(9ヶ月前),2019-09-30 02:00:35(1ヶ月前),2019-11-07 02:15:34(1週間前),2018-12-26 12:03:38(10ヶ月前)
2019-11-20 09:49:10(19分前),000510,C1-195,ウィンド築地ビル,本番中,正常,3.0.20,100%,22.7℃,40%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030545005,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-04-12 15:09:55(7ヶ月前),2019-11-02 14:27:07(2週間前),2019-11-02 14:27:56(2週間前),2018-12-13 14:41:12(11ヶ月前)
2019-11-20 09:49:10(19分前),002094,HK6-061,ソネビル本館,本番中,正常,3.0.20,100%,24℃,40%,曇,-3℃,50,良好,流出 1mAh,Lenovo TAB4 SIM,866423030792326,不正,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-09-30 13:17:58(1ヶ月前),2019-11-03 23:07:22(2週間前),2019-11-03 23:08:16(2週間前),2019-06-24 15:58:37(4ヶ月前)
2019-11-20 09:49:10(19分前),000525,HK2-135,ノーチェ円山,本番中,正常,3.0.20,100%,23℃,0%,雪,-6℃,50,良好,流出 2mAh,Lenovo TAB4 SIM,866423030544156,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-03-05 14:30:20(8ヶ月前),2019-10-02 18:41:58(1ヶ月前),2019-10-13 00:51:03(1ヶ月前),2018-12-13 15:19:28(11ヶ月前)
2019-11-20 09:49:10(19分前),000845,X1-288,プロシード中河原2番館,本番中,正常,3.0.20,100%,22.7℃,40%,晴,12℃,50,良好,流出 3mAh,Lenovo TAB4 SIM,866423030627969,正常,201909_mitsubachi-einekleine,4G:2本,表示,通常,0%,2019-11-17,,2019-03-01 13:20:18(8ヶ月前),2019-11-07 12:49:22(1週間前),2019-11-19 09:57:53(1日前),2019-02-08 11:32:22(9ヶ月前)
2019-11-20 09:49:11(19分前),001762,HK5-163,エーコー第5ビル,本番中,正常,3.0.20,100%,11.2℃,20%,雪,-5℃,90,不明,0,Lenovo TAB4 SIM,866423030669110,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-07-31 14:48:34(3ヶ月前),2019-11-06 19:10:23(1週間前),2019-11-13 13:09:40(6日前),2019-04-18 14:53:54(7ヶ月前)
2019-11-20 09:49:12(19分前),000723,HK2-889,レジデンスエマノール17,本番中,正常,3.0.20,100%,11.7℃,20%,雪,-4℃,90,不明,0,Lenovo TAB4 SIM,866423030632019,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-02-25 14:04:29(8ヶ月前),2019-11-11 04:22:11(1週間前),2019-11-11 04:23:05(1週間前),2019-02-01 13:44:33(9ヶ月前)
2019-11-20 09:49:13(19分前),000242,ST1-332,グローバル高砂,本番中,正常,3.0.20,100%,25℃,0%,曇,12℃,50,良好,充電 233mAh,Huawei T3 10,868355032512062,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-10-16 10:03:44(1年前),2019-10-17 06:53:31(1ヶ月前),2019-11-15 15:49:36(4日前),2018-10-12 17:14:42(1年前)
2019-11-20 09:49:14(19分前),010020,ST4-471,エクラシア戸田,本番中,正常,3.0.20,100%,28℃,20%,曇,11℃,50,良好,流出 4mAh,Lenovo TAB4 SIM,866423030751454,正常,sample_channel,4G:3本,表示,通常,79%,2019-11-17,,2019-10-23 13:46:25(3週間前),2019-10-23 13:09:53(3週間前),2019-11-06 16:39:43(1週間前),2019-07-11 11:42:33(4ヶ月前)
2019-11-20 09:49:14(19分前),lb-008,K-110,ソラ,本番中,正常,3.0.20,100%,24.5℃,20%,曇,12℃,50,良好,0,Lenovo TAB4 SIM,866423030535303,正常,201909_mitsubachi-einekleine,4G:3本,表示,通常,0%,2019-11-17,,2019-05-15 14:59:59(6ヶ月前),2019-11-01 13:45:56(2週間前),2019-11-01 13:46:42(2週間前),2018-11-16 18:40:36(1年前)
2019-11-20 09:49:15(19分前),000638,Z4-165,株式会社東計電算  川崎第2事業所,本番中,正常,3.0.20,100%,27℃,20%,曇,10℃,50,良好,充電 177mAh,Huawei T3 10,868355037428579,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,8%,2019-11-17,,2019-02-28 17:37:08(8ヶ月前),2019-10-18 15:28:38(1ヶ月前),2019-11-19 09:42:38(1日前),2019-01-28 10:11:13(9ヶ月前)
2019-11-20 09:49:16(19分前),000240,ST4-929,フォーサイツ・スクエアー,本番中,正常,3.0.20,100%,24℃,0%,曇,13℃,50,良好,充電 140mAh,Huawei T3 10,868355032511122,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-10-24 13:06:23(1年前),2019-11-01 11:53:48(2週間前),2019-11-07 17:16:02(1週間前),2018-10-12 14:55:29(1年前)
2019-11-20 09:49:17(19分前),010514,ST4-639,ウェルハイム・ヨコゼ,本番中,正常,3.0.20,100%,26℃,40%,晴,11℃,50,良好,流出 6mAh,Lenovo TAB4 SIM,866423030759374,正常,sample_channel,3G:4本,表示,通常,4%,2019-11-17,,2019-10-31 11:19:34(2週間前),2019-11-01 17:08:51(2週間前),2019-11-16 04:02:04(4日前),2019-10-18 15:00:29(1ヶ月前)
2019-11-20 09:49:17(19分前),010171,HK626,GRAN-D  Y’s  CONCEPT,本番中,正常,2.1.01,100%,14℃,0%,曇,-1℃,50,不明,0,Lenovo TAB4 SIM,,,sample_channel,4G:4本,表示,通常,86%,2019-11-16,,2019-11-08 14:20:25(1週間前),2019-11-16 04:14:58(4日前),2019-11-16 12:38:03(3日前),2019-08-29 13:33:09(2ヶ月前)
2019-11-20 09:49:18(19分前),000288,ST1-198,センチュリー東大宮第Ⅲ,本番中,正常,3.0.20,100%,25℃,40%,曇,13℃,50,良好,充電 293mAh,Huawei T3 10,868355032407156,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2018-11-09 10:09:58(1年前),2019-11-20 07:20:42(2時間前),2019-11-20 07:21:53(2時間前),2018-10-19 16:27:27(1年前)
2019-11-20 09:49:18(19分前),000743,Y3-127,パティオ・ワンビル,本番中,正常,3.0.20,100%,25℃,40%,曇,11℃,50,良好,0,Lenovo TAB4 SIM,866423030632845,正常,201909_mitsubachi-einekleine,4G:4本,表示,通常,0%,2019-11-17,,2019-02-26 08:38:40(8ヶ月前),2019-09-13 06:41:54(2ヶ月前),2019-11-11 02:51:36(1週間前),2019-02-04 11:17:41(9ヶ月前)
